h3index,geometry,ID_HDC_G0,UC_NM_MN,CTR_MN_ISO,CTR_MN_NM,GRGN_L1,GRGN_L2,neighborhood_id
863cf4aa7ffffff,"POLYGON ((88.28965256789819 24.571818043972492, 88.30597840877776 24.562930872450828, 88.30510761457758 24.56093822065172, 88.29452619898176 24.560938164471082, 88.28394918155551 24.5609381429744, 88.28761009166296 24.56932577605057, 88.28451644327595 24.569325776112944, 88.28965256789819 24.571818043972492))",9590,Chapainawabganj,BGD,Bangladesh,Asia,South-Central Asia,863cf4aa7ffffff_9590
863cf4a17ffffff,"POLYGON ((88.28965256789819 24.571818043972492, 88.29162091207576 24.60601745543563, 88.31972838886738 24.61964225703719, 88.33078760221163 24.61964222456363, 88.3197736390569 24.594483993996434, 88.3091877142058 24.594483967963257, 88.30185698192177 24.57771328838418, 88.31243839124737 24.577713349972676, 88.30597840877776 24.562930872450828, 88.28965256789819 24.571818043972492))",9590,Chapainawabganj,BGD,Bangladesh,Asia,South-Central Asia,863cf4a17ffffff_9590
863cf4b8fffffff,"POLYGON ((88.29162091207576 24.60601745543563, 88.28965256789819 24.571818043972492, 88.28451644327595 24.569325776112944, 88.24528431354967 24.569325776903966, 88.24894973838312 24.577713288662657, 88.22336781520518 24.577713313211067, 88.22504374238297 24.606953187007253, 88.25119046398598 24.619642240241763, 88.26656155781049 24.6196422100324, 88.29162091207576 24.60601745543563))",9590,Chapainawabganj,BGD,Bangladesh,Asia,South-Central Asia,863cf4b8fffffff_9590
863cf4a37ffffff,"POLYGON ((88.29162091207576 24.60601745543563, 88.26656155781049 24.6196422100324, 88.26728552864279 24.61964220860955, 88.27095986673116 24.62802985559164, 88.28154130507234 24.628029831786286, 88.28521555264646 24.636417362086203, 88.30638738751747 24.636417368068983, 88.30270862476819 24.628029783771332, 88.31329457273294 24.628029850282598, 88.30962025200002 24.619642286718065, 88.31972838886738 24.61964225703719, 88.29162091207576 24.60601745543563))",9590,Chapainawabganj,BGD,Bangladesh,Asia,South-Central Asia,863cf4a37ffffff_9590
863cf4b87ffffff,"POLYGON ((88.1927405024721 24.62450238836889, 88.22504374238297 24.606953187007253, 88.22336781520518 24.577713313211067, 88.21720539066989 24.57771331912453, 88.21354443524245 24.56932573633605, 88.19238159400763 24.56932577938332, 88.19970339534889 24.58609641782854, 88.18912195192325 24.586096405701284, 88.19644823939716 24.602871526191798, 88.18586682733171 24.602871579425962, 88.1932020625289 24.619642263218136, 88.18273741673656 24.619642237447668, 88.1927405024721 24.62450238836889))",9590,Chapainawabganj,BGD,Bangladesh,Asia,South-Central Asia,863cf4b87ffffff_9590
863cf4bafffffff,"POLYGON ((88.22504374238297 24.606953187007253, 88.1927405024721 24.62450238836889, 88.19390270811053 24.64480495405129, 88.2359692978358 24.644804953408677, 88.22862065199516 24.628029806220233, 88.23920658004425 24.62802981231081, 88.2355367703722 24.61964227100653, 88.25119046398598 24.619642240241763, 88.22504374238297 24.606953187007253))",9590,Chapainawabganj,BGD,Bangladesh,Asia,South-Central Asia,863cf4bafffffff_9590
863cf4ba7ffffff,"POLYGON ((88.16239054329745 24.676208920068, 88.18164328506465 24.665762373717307, 88.17613258660461 24.653192507064794, 88.18671850678446 24.6531924934104, 88.18304421458204 24.64480495421716, 88.19390270811053 24.64480495405129, 88.1927405024721 24.62450238836889, 88.18273741673656 24.619642237447668, 88.18261614693942 24.619642237149026, 88.18628593809719 24.62802980535785, 88.17570006220429 24.62802980350732, 88.17936991180643 24.636417342574795, 88.16878846671891 24.636417417880565, 88.17245829962138 24.644804926306506, 88.16187235884315 24.644804970665316, 88.16554671409834 24.65319250312119, 88.14437489957417 24.653192530367093, 88.15231452167647 24.67131272472723, 88.16239054329745 24.676208920068))",9590,Chapainawabganj,BGD,Bangladesh,Asia,South-Central Asia,863cf4ba7ffffff_9590
863cf4b17ffffff,"POLYGON ((88.16239054329745 24.676208920068, 88.16299304065839 24.686747254169756, 88.19084316480013 24.686747238400535, 88.18164328506465 24.665762373717307, 88.16239054329745 24.676208920068))",9590,Chapainawabganj,BGD,Bangladesh,Asia,South-Central Asia,863cf4b17ffffff_9590
863cf484fffffff,"POLYGON ((88.16239054329745 24.676208920068, 88.15231452167647 24.67131272472723, 88.15540225454366 24.678359699881035, 88.14481629407436 24.678359673335816, 88.15217387881682 24.695139323644035, 88.16275977763475 24.69513926587338, 88.15908102138927 24.68674725638481, 88.16299304065839 24.686747254169756, 88.16239054329745 24.676208920068))",9590,Chapainawabganj,BGD,Bangladesh,Asia,South-Central Asia,863cf484fffffff_9590
863cf521fffffff,"MULTIPOLYGON (((89.82585678101853 24.5441674583217, 89.82125549934852 24.544167458993577, 89.8266174753274 24.55623597013526, 89.82585678101853 24.5441674583217)), ((89.82788129880976 24.576286690180904, 89.82691386135282 24.56093817206788, 89.81812522404348 24.56093816892673, 89.82552304013319 24.577593171858073, 89.82788129880976 24.576286690180904)), ((89.82530621780622 24.57771329201292, 89.81499491016478 24.577713333479608, 89.81703500002001 24.582295569009464, 89.82530621780622 24.57771329201292)), ((89.8101743085423 24.58609641062087, 89.80814576941174 24.58609641324713, 89.80854674830901 24.58699808338663, 89.8101743085423 24.58609641062087)))",9819,Sarishabari,BGD,Bangladesh,Asia,South-Central Asia,863cf521fffffff_9819
863cf520fffffff,"POLYGON ((89.80854674830901 24.58699808338663, 89.81560579447188 24.602871564963085, 89.80502437439345 24.60287153451918, 89.80875661872048 24.61125909369095, 89.79817518791617 24.611259124332484, 89.80806041724684 24.633443825903452, 89.83220598675487 24.644841985911288, 89.83389355622283 24.643907401120245, 89.82681154177733 24.628029843401503, 89.83739744150255 24.628029815095587, 89.83366074012136 24.619642231615405, 89.84424219381474 24.619642259912336, 89.84050543946888 24.611259097724385, 89.86167277142674 24.611259176695285, 89.85096278591325 24.58718179096181, 89.82788129880976 24.576286690180904, 89.82552304013319 24.577593171858073, 89.82557639459851 24.57771329092641, 89.82530621780622 24.57771329201292, 89.81703500002001 24.582295569009464, 89.8187271949699 24.586096399547824, 89.8101743085423 24.58609641062087, 89.80854674830901 24.58699808338663))",9819,Sarishabari,BGD,Bangladesh,Asia,South-Central Asia,863cf520fffffff_9819
863cf522fffffff,"POLYGON ((89.83220598675487 24.644841985911288, 89.80806041724684 24.633443825903452, 89.80938540519355 24.636417400031043, 89.79879949719485 24.636417366784393, 89.81002304746531 24.661584535301206, 89.7994370990514 24.661584535391036, 89.8031783197849 24.66997211383167, 89.79259243365121 24.669972083567426, 89.79633803395919 24.678359646287543, 89.78575214109709 24.678359676237374, 89.78949775784425 24.686747216939786, 89.80008813587777 24.6867472967012, 89.80414488460626 24.695822288226974, 89.82960891679643 24.681736964959278, 89.82810024955866 24.678359729857814, 89.83432213657353 24.678359724757463, 89.83360357383489 24.66697839532321, 89.83119484538861 24.66158457506064, 89.83326303318037 24.661584565158627, 89.83220598675487 24.644841985911288))",9819,Sarishabari,BGD,Bangladesh,Asia,South-Central Asia,863cf522fffffff_9819
863cf535fffffff,"POLYGON ((89.80323392137663 24.71747065492756, 89.8045026395689 24.720306458896232, 89.81509299545894 24.720306406704115, 89.81884757373649 24.72869400774636, 89.82943793886122 24.72869403877417, 89.83319248374839 24.7370860768112, 89.84378285240349 24.73708600933874, 89.84654646212996 24.743255688175015, 89.87112837595234 24.729663161159042, 89.86947377828226 24.703526869552547, 89.84993643093784 24.703526865541203, 89.84618636911107 24.695139277677242, 89.83559594435617 24.695139257474132, 89.82960891679643 24.681736964959278, 89.80414488460626 24.695822288226974, 89.81133848219247 24.711914445149645, 89.80288349972886 24.71191442394255, 89.80323392137663 24.71747065492756))",9819,Sarishabari,BGD,Bangladesh,Asia,South-Central Asia,863cf535fffffff_9819
863cf5357ffffff,"POLYGON ((89.80288349972886 24.71191442394255, 89.80074810141011 24.711914418586463, 89.80323392137663 24.71747065492756, 89.80288349972886 24.71191442394255))",9819,Sarishabari,BGD,Bangladesh,Asia,South-Central Asia,863cf5357ffffff_9819
863cf52e7ffffff,"POLYGON ((89.82788129880976 24.576286690180904, 89.85096278591325 24.58718179096181, 89.83556028939608 24.55255505412491, 89.84614172332654 24.552555106317026, 89.84241836905096 24.544167455903374, 89.82585678101853 24.5441674583217, 89.8266174753274 24.55623597013526, 89.82870663918118 24.560938172708635, 89.82691386135282 24.56093817206788, 89.82788129880976 24.576286690180904))",9819,Sarishabari,BGD,Bangladesh,Asia,South-Central Asia,863cf52e7ffffff_9819
863cf5277ffffff,"MULTIPOLYGON (((89.83432213657353 24.678359724757463, 89.83868615390122 24.67835972118009, 89.83360357383489 24.66697839532321, 89.83432213657353 24.678359724757463)), ((89.83220598675487 24.644841985911288, 89.83326303318037 24.661584565158627, 89.84178076018755 24.66158452437769, 89.83803512265338 24.653192531777446, 89.84862102212708 24.653192542449432, 89.84487983351731 24.64480497358484, 89.83429390976217 24.644804975740797, 89.83389355622283 24.643907401120245, 89.83220598675487 24.644841985911288)))",9819,Sarishabari,BGD,Bangladesh,Asia,South-Central Asia,863cf5277ffffff_9819
863cf5267ffffff,"POLYGON ((89.87112837595234 24.729663161159042, 89.88594567371545 24.736642613920196, 89.87486729508592 24.71191438196215, 89.88545765685095 24.711914459783202, 89.88170305259413 24.703526846505902, 89.87111272999564 24.70352686988905, 89.86947377828226 24.703526869552547, 89.87112837595234 24.729663161159042))",9819,Sarishabari,BGD,Bangladesh,Asia,South-Central Asia,863cf5267ffffff_9819
863cf534fffffff,"POLYGON ((89.87112837595234 24.729663161159042, 89.84654646212996 24.743255688175015, 89.84754193345945 24.74547804914545, 89.8793130234797 24.74547803355968, 89.87555396612129 24.737086053455002, 89.88614435332661 24.737086089962535, 89.88594567371545 24.736642613920196, 89.87112837595234 24.729663161159042))",9819,Sarishabari,BGD,Bangladesh,Asia,South-Central Asia,863cf534fffffff_9819
863cf5d8fffffff,"POLYGON ((88.6914839095312 24.599780974718744, 88.69790417769181 24.602871573307457, 88.70442012202112 24.60287158634299, 88.70073244859506 24.594484036082505, 88.69117146715416 24.594483995124865, 88.6914839095312 24.599780974718744))",9654,N/A,BGD,Bangladesh,Asia,South-Central Asia,863cf5d8fffffff_9654
863cf5d87ffffff,"POLYGON ((88.62479332107738 24.600894558593453, 88.65914380325303 24.617449400997852, 88.66668673852841 24.613328456103766, 88.66577756682844 24.611259157633032, 88.67047437597586 24.611259149576554, 88.68375132218407 24.604005532557686, 88.68325274599192 24.602871543996407, 88.68582695379176 24.60287154914626, 88.6914839095312 24.599780974718744, 88.69117146715416 24.594483995124865, 88.69015103750878 24.594483990753517, 88.67956954404698 24.594484019930796, 88.6758863147663 24.58609641957127, 88.66530492178106 24.586096383324247, 88.66162169864486 24.577713277631347, 88.6510402641395 24.577713356440547, 88.62987732858156 24.57771328715349, 88.62620302011064 24.569325778574836, 88.62293875864646 24.56932577145007, 88.62479332107738 24.600894558593453))",9654,N/A,BGD,Bangladesh,Asia,South-Central Asia,863cf5d87ffffff_9654
863cf5db7ffffff,"POLYGON ((88.62479332107738 24.600894558593453, 88.62293875864646 24.56932577145007, 88.60504011945225 24.56932573238346, 88.6200343628854 24.603492427601726, 88.62479332107738 24.600894558593453))",9654,N/A,BGD,Bangladesh,Asia,South-Central Asia,863cf5db7ffffff_9654
863cf5dafffffff,"MULTIPOLYGON (((88.65976714016999 24.628029810136063, 88.66256699228796 24.628029812715052, 88.65933390481521 24.620676150851686, 88.65976714016999 24.628029810136063)), ((88.65914380325303 24.617449400997852, 88.65927299262654 24.619642238275407, 88.66946079541742 24.619642281840214, 88.66668673852841 24.613328456103766, 88.65914380325303 24.617449400997852)), ((88.67047437597586 24.611259149576554, 88.68694047840135 24.61125912133211, 88.68375132218407 24.604005532557686, 88.67047437597586 24.611259149576554)), ((88.6914839095312 24.599780974718744, 88.68582695379176 24.60287154914626, 88.69790417769181 24.602871573307457, 88.6914839095312 24.599780974718744)))",9654,N/A,BGD,Bangladesh,Asia,South-Central Asia,863cf5dafffffff_9654
863cf5da7ffffff,"POLYGON ((88.65914380325303 24.617449400997852, 88.62479332107738 24.600894558593453, 88.6200343628854 24.603492427601726, 88.62344282779561 24.61125914035843, 88.63402431837383 24.611259103814966, 88.63771200611903 24.619642239421765, 88.64829787868817 24.6196422659041, 88.65198557369176 24.62802980296833, 88.65976714016999 24.628029810136063, 88.65933390481521 24.620676150851686, 88.65887933737619 24.61964223659207, 88.65927299262654 24.619642238275407, 88.65914380325303 24.617449400997852))",9654,N/A,BGD,Bangladesh,Asia,South-Central Asia,863cf5da7ffffff_9654
863cc4a0fffffff,"POLYGON ((91.67874077988704 24.57142714794092, 91.71341437506406 24.587278198232703, 91.71287750233674 24.58609638993585, 91.71586196797669 24.586096400045157, 91.72190268003708 24.58267036852361, 91.71965088283486 24.577713277451682, 91.73023231419612 24.577713326059524, 91.72642427908045 24.569325733614154, 91.71584280898382 24.569325748310593, 91.67859451327419 24.569325737607773, 91.67874077988704 24.57142714794092))",9983,Sadipur,BGD,Bangladesh,Asia,South-Central Asia,863cc4a0fffffff_9983
863cc4a07ffffff,"POLYGON ((91.6462606057493 24.589832544643475, 91.67874077988704 24.57142714794092, 91.67859451327419 24.569325737607773, 91.66822855923988 24.56932573462925, 91.62061422646465 24.569325776436845, 91.62563599521145 24.580393249810072, 91.6462606057493 24.589832544643475))",9983,Sadipur,BGD,Bangladesh,Asia,South-Central Asia,863cc4a07ffffff_9983
863cc4a77ffffff,"MULTIPOLYGON (((91.7146975215958 24.602871573663474, 91.72049813981859 24.60287156242085, 91.71364481908539 24.587785470519982, 91.7146975215958 24.602871573663474)), ((91.71586196797669 24.586096400045157, 91.7234589932114 24.586096425778628, 91.72190268003708 24.58267036852361, 91.71586196797669 24.586096400045157)))",9983,Sadipur,BGD,Bangladesh,Asia,South-Central Asia,863cc4a77ffffff_9983
863cc4a2fffffff,"POLYGON ((91.67874077988704 24.57142714794092, 91.6462606057493 24.589832544643475, 91.64658408159094 24.594483980011304, 91.65319244282331 24.594483998272416, 91.65700050563406 24.60287153061151, 91.66758194514304 24.60287160831578, 91.67520701617015 24.619642254226, 91.66462556727376 24.619642231067434, 91.66843811972056 24.62802979473078, 91.65785217265413 24.62802983165154, 91.6580571729541 24.628480301464784, 91.6835262697871 24.64012354467598, 91.6927352978266 24.63490658854698, 91.68579290250148 24.619642211421276, 91.696374399844 24.619642200704376, 91.69256183836016 24.611259124296552, 91.70314327955798 24.61125912559911, 91.6993307914036 24.60287160344691, 91.7146975215958 24.602871573663474, 91.71364481908539 24.587785470519982, 91.71341437506406 24.587278198232703, 91.67874077988704 24.57142714794092))",9983,Sadipur,BGD,Bangladesh,Asia,South-Central Asia,863cc4a2fffffff_9983
863cc4a27ffffff,"POLYGON ((91.6462606057493 24.589832544643475, 91.62563599521145 24.580393249810072, 91.63202955548695 24.594484013777336, 91.6426109639771 24.594483969032254, 91.64658408159094 24.594483980011304, 91.6462606057493 24.589832544643475))",9983,Sadipur,BGD,Bangladesh,Asia,South-Central Asia,863cc4a27ffffff_9983
863cc4b5fffffff,"POLYGON ((91.6835262697871 24.64012354467598, 91.68385265243359 24.644804946230295, 91.68665351554702 24.644804930348926, 91.69047497714345 24.653192531597785, 91.70106088008464 24.6531925564901, 91.70488234878674 24.661584529462154, 91.72605418255282 24.661584556896702, 91.72223270802066 24.65319255207937, 91.73281862765253 24.653192522803277, 91.72899715300359 24.64480494780319, 91.71841127228673 24.644804947156405, 91.70782537067504 24.644804928947554, 91.70400839121375 24.636417388676335, 91.69342243731113 24.636417415248502, 91.6927352978266 24.63490658854698, 91.6835262697871 24.64012354467598))",9983,Sadipur,BGD,Bangladesh,Asia,South-Central Asia,863cc4b5fffffff_9983
863cc4b57ffffff,"POLYGON ((91.6835262697871 24.64012354467598, 91.6580571729541 24.628480301464784, 91.66166916882409 24.636417339143232, 91.67225508509627 24.63641736532014, 91.67607209008769 24.644804990347403, 91.68385265243359 24.644804946230295, 91.6835262697871 24.64012354467598))",9983,Sadipur,BGD,Bangladesh,Asia,South-Central Asia,863cc4b57ffffff_9983
863cf5cc7ffffff,"POLYGON ((88.92197177609096 24.544284513542685, 88.94887301590991 24.55718811625151, 88.93945932957183 24.53578439217078, 88.92888238349879 24.53578436602082, 88.92146372491219 24.535784379404234, 88.92197177609096 24.544284513542685))",9696,N/A,BGD,Bangladesh,Asia,South-Central Asia,863cf5cc7ffffff_9696
863cf5cf7ffffff,"POLYGON ((88.88736098901377 24.56093816594522, 88.89159984017553 24.56093816260718, 88.92197177609096 24.544284513542685, 88.92146372491219 24.535784379404234, 88.91830090780566 24.53578438511002, 88.91461772977387 24.527396857154706, 88.90404072975699 24.52739683996095, 88.90036191696255 24.519013745371225, 88.88978047767814 24.519013719239233, 88.88610171813585 24.510630587818582, 88.87552476908039 24.510630618316387, 88.8828822985046 24.527396824842302, 88.87230526210594 24.52739685896032, 88.87598407192695 24.535784391443144, 88.8654070375495 24.535784375722624, 88.8690902636232 24.544167480068054, 88.85850884074203 24.544167472126947, 88.86013111657742 24.547861842680398, 88.88736098901377 24.56093816594522))",9696,N/A,BGD,Bangladesh,Asia,South-Central Asia,863cf5cf7ffffff_9696
863cf5cefffffff,"MULTIPOLYGON (((88.95738963978754 24.577713357805578, 88.9579021694139 24.57771336018652, 88.95730885132396 24.576365489110636, 88.95738963978754 24.577713357805578)), ((88.95688690223999 24.56932572209436, 88.96479152168756 24.569325722933186, 88.96109933339177 24.560938153098412, 88.95638417040624 24.560938181711627, 88.95688690223999 24.56932572209436)))",9696,N/A,BGD,Bangladesh,Asia,South-Central Asia,863cf5cefffffff_9696
863cf5ce7ffffff,"POLYGON ((88.95638417040624 24.560938181711627, 88.95052236789715 24.560938217283038, 88.94887301590991 24.55718811625151, 88.92197177609096 24.544284513542685, 88.89159984017553 24.56093816260718, 88.91877801469522 24.56093814120472, 88.92247018009296 24.569325755155756, 88.93304715609787 24.569325767606404, 88.94362859102544 24.569325706664696, 88.94732073281546 24.57771331103071, 88.95738963978754 24.577713357805578, 88.95730885132396 24.576365489110636, 88.95421002283587 24.56932572181029, 88.95688690223999 24.56932572209436, 88.95638417040624 24.560938181711627))",9696,N/A,BGD,Bangladesh,Asia,South-Central Asia,863cf5ce7ffffff_9696
863cf5c1fffffff,"POLYGON ((88.86013111657742 24.547861842680398, 88.86219201845043 24.55255508597917, 88.85161059927032 24.552555027480878, 88.85529826781853 24.56093821355503, 88.84471685468408 24.560938195184484, 88.84840008041641 24.569325765621127, 88.8801443517279 24.56932570565858, 88.87645668895588 24.560938174532215, 88.88736098901377 24.56093816594522, 88.86013111657742 24.547861842680398))",9696,N/A,BGD,Bangladesh,Asia,South-Central Asia,863cf5c1fffffff_9696
863ce2587ffffff,"POLYGON ((90.02890615980225 24.57124196319169, 90.03575990762705 24.574465978926522, 90.03346859243453 24.569325764758744, 90.04405002211595 24.569325776670407, 90.04031776423335 24.56093816914232, 90.0297362973527 24.560938167794852, 90.02824935274751 24.56093817106748, 90.02890615980225 24.57124196319169))",9848,Pirojpur,BGD,Bangladesh,Asia,South-Central Asia,863ce2587ffffff_9848
863ce25b7ffffff,"POLYGON ((90.02890615980225 24.57124196319169, 90.02824935274751 24.56093817106748, 90.0085733828872 24.5609382143725, 90.00484116773747 24.552555076483976, 89.98368271656045 24.55255509126126, 89.98741497608697 24.56093820622478, 89.99799197833167 24.560938171684555, 90.00546094867168 24.577713295858164, 89.99487954072052 24.577713307751857, 89.99932175334213 24.58767281435077, 90.02890615980225 24.57124196319169))",9848,Pirojpur,BGD,Bangladesh,Asia,South-Central Asia,863ce25b7ffffff_9848
863ce25a7ffffff,"POLYGON ((90.02890615980225 24.57124196319169, 89.99932175334213 24.58767281435077, 90.01358100719476 24.61964227302774, 90.0241624220899 24.619642221662073, 90.03315290093742 24.63975853690248, 90.03328113843403 24.639818863787788, 90.05015975348235 24.630447934585188, 90.04907988577244 24.628029790975823, 90.0545152339545 24.628029791921765, 90.0586391189251 24.62574023001231, 90.04842883706135 24.602871562861026, 90.05901033627237 24.60287152271532, 90.05526914056591 24.59448403111482, 90.04468318872044 24.594483991310472, 90.03575990762705 24.574465978926522, 90.02890615980225 24.57124196319169))",9848,Pirojpur,BGD,Bangladesh,Asia,South-Central Asia,863ce25a7ffffff_9848
863ce2517ffffff,"MULTIPOLYGON (((90.03328113843403 24.639818863787788, 90.03329801864757 24.64008323969682, 90.03540826205987 24.644804937221036, 90.04598972890459 24.644804987859068, 90.04224410523142 24.63641738552325, 90.05282553623336 24.636417411646256, 90.05015975348235 24.630447934585188, 90.03328113843403 24.639818863787788)), ((90.0545152339545 24.628029791921765, 90.05966135084748 24.62802979281737, 90.0586391189251 24.62574023001231, 90.0545152339545 24.628029791921765)))",9848,Pirojpur,BGD,Bangladesh,Asia,South-Central Asia,863ce2517ffffff_9848
863cc49b7ffffff,"POLYGON ((90.9014886834492 24.5462478599499, 90.91509804816678 24.552555040337204, 90.925311059549 24.552555065030457, 90.92154311890347 24.54416748411047, 90.93212011502166 24.54416753205356, 90.92458871723117 24.52739684246725, 90.91400725826468 24.527396804243935, 90.91777523364806 24.535784417458352, 90.90719378844375 24.535784374384136, 90.91096171893832 24.54416754011145, 90.90134965947301 24.544167531079587, 90.9014886834492 24.5462478599499))",9911,Tarail,BGD,Bangladesh,Asia,South-Central Asia,863cc49b7ffffff_9911
863ce26efffffff,"POLYGON ((90.9014886834492 24.5462478599499, 90.90134965947301 24.544167531079587, 90.87922178681303 24.54416751028738, 90.87545830935716 24.535784384678827, 90.854299923847 24.53578442449216, 90.85806341237011 24.544167474255953, 90.86864486415907 24.544167486005918, 90.87240829510915 24.55255504433327, 90.88298975841451 24.55255503455062, 90.88445508311554 24.5558123615471, 90.9014886834492 24.5462478599499))",9911,Tarail,BGD,Bangladesh,Asia,South-Central Asia,863ce26efffffff_9911
863ce265fffffff,"POLYGON ((90.89820224725209 24.611259146866537, 90.90940543531032 24.611259173820674, 90.90562862130403 24.602871560408627, 90.92679147141422 24.60287157001162, 90.90792055594353 24.56093820537138, 90.91849760143313 24.560938171738453, 90.91472963237389 24.55255503944644, 90.91509804816678 24.552555040337204, 90.9014886834492 24.5462478599499, 90.88445508311554 24.5558123615471, 90.90185171927185 24.59448401743348, 90.8912658783234 24.594484006330305, 90.89504718798445 24.602871532902213, 90.88010441333284 24.602871548655656, 90.89820224725209 24.611259146866537))",9911,Tarail,BGD,Bangladesh,Asia,South-Central Asia,863ce265fffffff_9911
863ce2657ffffff,"POLYGON ((90.86406870858907 24.602871565561323, 90.86329838104314 24.60287156637344, 90.86345377056794 24.60321645548401, 90.86406870858907 24.602871565561323))",9911,Tarail,BGD,Bangladesh,Asia,South-Central Asia,863ce2657ffffff_9911
863ce2647ffffff,"POLYGON ((90.86345377056794 24.60321645548401, 90.87463340822488 24.6280298094901, 90.8852193047521 24.628029828696082, 90.8814379589159 24.619642255573474, 90.89201943422275 24.619642203857463, 90.8882425524206 24.611259122904166, 90.89820224725209 24.611259146866537, 90.88010441333284 24.602871548655656, 90.86406870858907 24.602871565561323, 90.86345377056794 24.60321645548401))",9911,Tarail,BGD,Bangladesh,Asia,South-Central Asia,863ce2647ffffff_9911
863cf5397ffffff,"POLYGON ((89.52341838709305 24.531928367325037, 89.54920035438593 24.54416748544155, 89.55676389995128 24.544167499875904, 89.54934842717003 24.52739680038118, 89.55992545602284 24.52739685506163, 89.55250992898334 24.510630577478974, 89.54193293053851 24.5106305670136, 89.5382318964333 24.50224304052254, 89.52158055497762 24.50224302087612, 89.52231487430544 24.514104019205284, 89.52448449165185 24.519013752728426, 89.52261883703038 24.519013737955856, 89.52341838709305 24.531928367325037))",9779,Chandaikona,BGD,Bangladesh,Asia,South-Central Asia,863cf5397ffffff_9779
863cf50cfffffff,"MULTIPOLYGON (((89.49102887643609 24.54981945614996, 89.52341838709305 24.531928367325037, 89.52261883703038 24.519013737955856, 89.51390302389983 24.519013668942563, 89.51760856638894 24.52739680568124, 89.49645455536877 24.527396855106545, 89.50016007140249 24.535784393679947, 89.46842023873867 24.53578440913097, 89.4702626964115 24.53995006187765, 89.49102887643609 24.54981945614996)), ((89.52158055497762 24.50224302087612, 89.51707348205127 24.502243015558356, 89.52231487430544 24.514104019205284, 89.52158055497762 24.50224302087612)))",9779,Chandaikona,BGD,Bangladesh,Asia,South-Central Asia,863cf50cfffffff_9779
863cf53b7ffffff,"POLYGON ((89.52341838709305 24.531928367325037, 89.49102887643609 24.54981945614996, 89.49223519004013 24.569325738729614, 89.50442298659927 24.569325719932813, 89.50070857224063 24.56093815298163, 89.52187147816313 24.560938157266595, 89.5255814608091 24.569325753987943, 89.53616290438745 24.569325711794075, 89.53988177090444 24.577713360833307, 89.55046320481692 24.577713325403753, 89.5430299199887 24.56093818318299, 89.55361130297568 24.560938182167895, 89.54618696035507 24.54416747969076, 89.54920035438593 24.54416748544155, 89.52341838709305 24.531928367325037))",9779,Chandaikona,BGD,Bangladesh,Asia,South-Central Asia,863cf53b7ffffff_9779
863cf50efffffff,"POLYGON ((89.49102887643609 24.54981945614996, 89.4702626964115 24.53995006187765, 89.47954568966533 24.56093818383876, 89.4689686732452 24.56093819392684, 89.47267862965137 24.569325768890995, 89.49223519004013 24.569325738729614, 89.49102887643609 24.54981945614996))",9779,Chandaikona,BGD,Bangladesh,Asia,South-Central Asia,863cf50efffffff_9779
863cc48cfffffff,"POLYGON ((91.36988305897775 24.496305759949532, 91.37420795031151 24.49385990445664, 91.36456911353135 24.493859890556244, 91.36988305897775 24.496305759949532))",9951,Baniachong,BGD,Bangladesh,Asia,South-Central Asia,863cc48cfffffff_9951
863cc4bb7ffffff,"POLYGON ((91.36988305897775 24.496305759949532, 91.37201229730623 24.527396797997245, 91.37947496549866 24.5273968307083, 91.37191233955598 24.51063064296616, 91.3824893484033 24.510630622340837, 91.37493119095032 24.493859905499644, 91.37420795031151 24.49385990445664, 91.36988305897775 24.496305759949532))",9951,Baniachong,BGD,Bangladesh,Asia,South-Central Asia,863cc4bb7ffffff_9951
863cc48efffffff,"POLYGON ((91.36988305897775 24.496305759949532, 91.36456911353135 24.493859890556244, 91.36435415467744 24.49385989024625, 91.34320020904565 24.493859912057346, 91.34697702342024 24.502242998050193, 91.3364000571261 24.502243052865392, 91.34395825225442 24.519013689603813, 91.3333768192133 24.51901371523275, 91.3409438897146 24.535784405241266, 91.35152088925537 24.535784382927112, 91.35389241470492 24.54103577874003, 91.37075428797255 24.531510878109366, 91.36889797274017 24.52739678434625, 91.37201229730623 24.527396797997245, 91.36988305897775 24.496305759949532))",9951,Baniachong,BGD,Bangladesh,Asia,South-Central Asia,863cc48efffffff_9951
863cc485fffffff,"POLYGON ((91.35389241470492 24.54103577874003, 91.35530668864232 24.544167481262814, 91.37646506718156 24.544167500603542, 91.37075428797255 24.531510878109366, 91.35389241470492 24.54103577874003))",9951,Baniachong,BGD,Bangladesh,Asia,South-Central Asia,863cc485fffffff_9951
863cf5cdfffffff,"POLYGON ((88.97306505289325 24.502243019047416, 88.98820177564605 24.50224301483072, 88.9845229948586 24.49385992204661, 88.97394604111392 24.49385996649525, 88.95558641474356 24.49385994903106, 88.97306505289325 24.502243019047416))",9704,Madhnagar,BGD,Bangladesh,Asia,South-Central Asia,863cf5cdfffffff_9704
