h3index,geometry,ID_HDC_G0,UC_NM_MN,CTR_MN_ISO,CTR_MN_NM,GRGN_L1,GRGN_L2,neighborhood_id
863cc6b07ffffff,"POLYGON ((91.173261406877 23.58125136222598, 91.17345115220625 23.581251361945846, 91.17322638361867 23.580728855973355, 91.173261406877 23.58125136222598))",9938,Comilla,BGD,Bangladesh,Asia,South-Central Asia,863cc6b07ffffff_9938
863cc6b27ffffff,"POLYGON ((91.14470356307935 23.65651209992339, 91.15324694249443 23.65651209900364, 91.14602322758817 23.63978604594921, 91.15655561202189 23.639786016304807, 91.15294821794258 23.631420752680583, 91.14302329322288 23.631420701518042, 91.14470356307935 23.65651209992339))",9938,Comilla,BGD,Bangladesh,Asia,South-Central Asia,863cc6b27ffffff_9938
863cc441fffffff,"POLYGON ((91.11931558562672 23.779228706742593, 91.12163249581123 23.81380459109612, 91.15633546042253 23.82993482122351, 91.16347720699132 23.825866712541604, 91.15529815922541 23.807082533943255, 91.16583948101585 23.80708254481287, 91.16220081128144 23.798712792810228, 91.15165953057095 23.798712784303184, 91.1480208535063 23.790347519133856, 91.13747957233767 23.790347523257125, 91.13384096288021 23.78198229780232, 91.12329961311623 23.781982315624894, 91.12155143418914 23.777954736010145, 91.11931558562672 23.779228706742593))",9938,Comilla,BGD,Bangladesh,Asia,South-Central Asia,863cc441fffffff_9938
863cc440fffffff,"MULTIPOLYGON (((91.15704846347519 23.840548124047643, 91.15932918795005 23.840548124366393, 91.15663307068147 23.834364855274348, 91.15704846347519 23.840548124047643)), ((91.15633546042253 23.82993482122351, 91.15648648266753 23.832182840798538, 91.16622737934968 23.832182818063213, 91.16347720699132 23.825866712541604, 91.15633546042253 23.82993482122351)))",9938,Comilla,BGD,Bangladesh,Asia,South-Central Asia,863cc440fffffff_9938
863cc4497ffffff,"POLYGON ((91.04071351405159 23.60850358481789, 91.00835583204967 23.626957297654858, 91.01065780943216 23.66157389370805, 91.04532575183602 23.677739818770274, 91.07769015350482 23.659287804937744, 91.07537989399823 23.624668171378893, 91.04071351405159 23.60850358481789))",9938,Comilla,BGD,Bangladesh,Asia,South-Central Asia,863cc4497ffffff_9938
863cc4487ffffff,"POLYGON ((91.07769015350482 23.659287804937744, 91.04532575183602 23.677739818770274, 91.04763270449216 23.712342906042227, 91.08231234288425 23.728496997242434, 91.10502961361527 23.715549000567243, 91.09757505535376 23.698329556008044, 91.10811192909115 23.69832953261591, 91.10087929881894 23.681598977214264, 91.11141167046064 23.681598986278267, 91.10783848569635 23.673330670378313, 91.07769015350482 23.659287804937744))",9938,Comilla,BGD,Bangladesh,Asia,South-Central Asia,863cc4487ffffff_9938
863cc44b7ffffff,"POLYGON ((91.04532575183602 23.677739818770274, 91.01065780943216 23.66157389370805, 90.97829527763552 23.68000972383119, 90.9805939437366 23.71460975927069, 91.01526342907731 23.730777020760243, 91.04763270449216 23.712342906042227, 91.04532575183602 23.677739818770274))",9938,Comilla,BGD,Bangladesh,Asia,South-Central Asia,863cc44b7ffffff_9938
863cc44afffffff,"POLYGON ((91.08231234288425 23.728496997242434, 91.08462427314468 23.76308651389622, 91.11931558562672 23.779228706742593, 91.12155143418914 23.777954736010145, 91.11603572917068 23.76524726039131, 91.10549443097 23.765247296359853, 91.09460974699088 23.740151436424703, 91.10515106163074 23.740151476606346, 91.09790058957729 23.723420906148938, 91.1084374728009 23.72342088784127, 91.10502961361527 23.715549000567243, 91.08231234288425 23.728496997242434))",9938,Comilla,BGD,Bangladesh,Asia,South-Central Asia,863cc44afffffff_9938
863cc44a7ffffff,"POLYGON ((91.08462427314468 23.76308651389622, 91.08231234288425 23.728496997242434, 91.04763270449216 23.712342906042227, 91.01526342907731 23.730777020760243, 91.01644498520076 23.748516698302726, 91.02446366923438 23.74851669447039, 91.03500495271167 23.748516753184276, 91.03863022454075 23.75688196552368, 91.0491715446693 23.756882041215725, 91.05279681738772 23.765247301040077, 91.06333809600513 23.76524730289959, 91.06680358092822 23.773232245805996, 91.08462427314468 23.76308651389622))",9938,Comilla,BGD,Bangladesh,Asia,South-Central Asia,863cc44a7ffffff_9938
863cc459fffffff,"POLYGON ((91.01526342907731 23.730777020760243, 90.9805939437366 23.71460975927069, 90.97019743497691 23.720525651114052, 90.97144940522773 23.72342094572871, 90.98198624948242 23.723420873207715, 90.99284860449666 23.748516709580052, 91.01644498520076 23.748516698302726, 91.01526342907731 23.730777020760243))",9938,Comilla,BGD,Bangladesh,Asia,South-Central Asia,863cc459fffffff_9938
863cc4417ffffff,"POLYGON ((91.05455689983889 23.816091796645868, 91.08924980577657 23.832235283288252, 91.12163249581123 23.81380459109612, 91.11931558562672 23.779228706742593, 91.08462427314468 23.76308651389622, 91.06680358092822 23.773232245805996, 91.07423167597354 23.79034757487432, 91.06369040000617 23.790347557258357, 91.06732454584278 23.798712823685324, 91.05678320165734 23.79871281146824, 91.06406046494004 23.81544783375162, 91.0545138999959 23.81544785028398, 91.05455689983889 23.816091796645868))",9938,Comilla,BGD,Bangladesh,Asia,South-Central Asia,863cc4417ffffff_9938
863cc4407ffffff,"MULTIPOLYGON (((91.0909269580475 23.85728757837093, 91.09281725189791 23.857287579871635, 91.09058387687499 23.852162837510896, 91.0909269580475 23.85728757837093)), ((91.15633546042253 23.82993482122351, 91.12163249581123 23.81380459109612, 91.08924980577657 23.832235283288252, 91.09036663448015 23.84891780086496, 91.12080256014717 23.84891780564467, 91.12445005548788 23.857287593121786, 91.13499586940272 23.857287541351873, 91.13134386255196 23.848917875452752, 91.15243543320386 23.848917882863855, 91.1487878278824 23.840548122893157, 91.15704846347519 23.840548124047643, 91.15663307068147 23.834364855274348, 91.155681638396 23.83218284267705, 91.15648648266753 23.832182840798538, 91.15633546042253 23.82993482122351)))",9938,Comilla,BGD,Bangladesh,Asia,South-Central Asia,863cc4407ffffff_9938
863cc4437ffffff,"POLYGON ((91.08924980577657 23.832235283288252, 91.05455689983889 23.816091796645868, 91.05394592284014 23.816439248556605, 91.05715335096099 23.823813099037725, 91.06769910140984 23.823813085275535, 91.08227146686392 23.857287571499334, 91.0909269580475 23.85728757837093, 91.09058387687499 23.852162837510896, 91.08916968203295 23.84891780067699, 91.09036663448015 23.84891780086496, 91.08924980577657 23.832235283288252))",9938,Comilla,BGD,Bangladesh,Asia,South-Central Asia,863cc4437ffffff_9938
863c1919fffffff,"POLYGON ((88.5754431020413 26.343408035232045, 88.55953947373509 26.3099090490627, 88.54886440462965 26.30990909776037, 88.55286421847921 26.31834126988325, 88.52575811538757 26.31834121970839, 88.52646737219368 26.330216169152163, 88.5288341004654 26.335205560248056, 88.53951366875599 26.335205594869127, 88.5428117289705 26.342146717257865, 88.56126108266716 26.35092061812324, 88.56691050841438 26.347927971018905, 88.56487253998225 26.3436377240166, 88.57500950134241 26.343637724749897, 88.5754431020413 26.343408035232045))",9525,Panchagarh,BGD,Bangladesh,Asia,South-Central Asia,863c1919fffffff_9525
863c19197ffffff,"POLYGON ((88.52575811538757 26.31834121970839, 88.52083446036056 26.31834121059444, 88.52646737219368 26.330216169152163, 88.52575811538757 26.31834121970839))",9525,Panchagarh,BGD,Bangladesh,Asia,South-Central Asia,863c19197ffffff_9525
863c1918fffffff,"MULTIPOLYGON (((88.56126108266716 26.35092061812324, 88.56284550809315 26.377370821695038, 88.57022793808686 26.37737079768807, 88.56220605348572 26.360506488458643, 88.5728855925092 26.360506471363706, 88.56691050841438 26.347927971018905, 88.56126108266716 26.35092061812324)), ((88.57500950134241 26.343637724749897, 88.5755521470531 26.34363772478915, 88.5754431020413 26.343408035232045, 88.57500950134241 26.343637724749897)))",9525,Panchagarh,BGD,Bangladesh,Asia,South-Central Asia,863c1918fffffff_9525
863c19187ffffff,"POLYGON ((88.56126108266716 26.35092061812324, 88.5428117289705 26.342146717257865, 88.55954839579351 26.37737083241694, 88.56284550809315 26.377370821695038, 88.56126108266716 26.35092061812324))",9525,Panchagarh,BGD,Bangladesh,Asia,South-Central Asia,863c19187ffffff_9525
863c19577ffffff,"POLYGON ((88.4125329795539 26.24738268651687, 88.4102086753678 26.242460699420647, 88.42087929759698 26.242460726729433, 88.41292422773735 26.225600866280686, 88.40225363224202 26.225600852734093, 88.40623111540194 26.234028531079677, 88.39555604943162 26.234028573048967, 88.39875560000415 26.240807719488878, 88.4125329795539 26.24738268651687))",9510,Atwari,BGD,Bangladesh,Asia,South-Central Asia,863c19577ffffff_9510
863c19cdfffffff,"POLYGON ((88.39875560000415 26.240807719488878, 88.40351551108282 26.250892927867895, 88.41419060318512 26.250892899238586, 88.4125329795539 26.24738268651687, 88.39875560000415 26.240807719488878))",9510,Atwari,BGD,Bangladesh,Asia,South-Central Asia,863c19cdfffffff_9510
863c19467ffffff,"POLYGON ((88.56686368896965 26.19001137204751, 88.56377119498752 26.18345343594692, 88.55308710980304 26.183453459606913, 88.56686368896965 26.19001137204751))",9541,বোদা,BGD,Bangladesh,Asia,South-Central Asia,863c19467ffffff_9541
863c1955fffffff,"POLYGON ((88.5494945607936 26.18345346756264, 88.54242994522012 26.183453483207288, 88.5438451145981 26.1864525303016, 88.5494945607936 26.18345346756264))",9541,বোদা,BGD,Bangladesh,Asia,South-Central Asia,863c1955fffffff_9541
863c1954fffffff,"POLYGON ((88.5438451145981 26.1864525303016, 88.55436244793401 26.208741012847785, 88.56503311662406 26.208740991279235, 88.56105110909922 26.2003133127989, 88.57172172351306 26.200313309672765, 88.56686368896965 26.19001137204751, 88.55308710980304 26.183453459606913, 88.5494945607936 26.18345346756264, 88.5438451145981 26.1864525303016))",9541,বোদা,BGD,Bangladesh,Asia,South-Central Asia,863c1954fffffff_9541
863c19717ffffff,"POLYGON ((88.73863479679962 26.12445956815071, 88.7493009925443 26.124459532667252, 88.75327404255422 26.13288722861982, 88.76394018846038 26.13288722007684, 88.75996712094229 26.124459522300697, 88.7706333259037 26.124459538281723, 88.76268720222224 26.107608608470308, 88.75202550878885 26.10760863471908, 88.75599411743816 26.116036319469654, 88.73466175679694 26.116036278695123, 88.73863479679962 26.12445956815071))",9579,Debiganj,BGD,Bangladesh,Asia,South-Central Asia,863c19717ffffff_9579
863c195afffffff,"POLYGON ((88.27730112207219 26.084494805840787, 88.29037110640455 26.090753209639715, 88.29621172758651 26.090753185133128, 88.2922654447939 26.082329987485366, 88.31359328673857 26.082329988338763, 88.30176329351262 26.05705130654686, 88.29110159760886 26.057051312915917, 88.29504346045671 26.06547898361684, 88.27618655716971 26.06547901347055, 88.27730112207219 26.084494805840787))",9496,Baliadangi,BGD,Bangladesh,Asia,South-Central Asia,863c195afffffff_9496
863c195a7ffffff,"POLYGON ((88.27730112207219 26.084494805840787, 88.27618655716971 26.06547901347055, 88.26305827551177 26.06547903425487, 88.27093752291714 26.08232991091297, 88.26027584061387 26.082329984547876, 88.2644721527794 26.091293381675676, 88.27730112207219 26.084494805840787))",9496,Baliadangi,BGD,Bangladesh,Asia,South-Central Asia,863c195a7ffffff_9496
863c19517ffffff,"POLYGON ((88.27730112207219 26.084494805840787, 88.2644721527794 26.091293381675676, 88.27211029780202 26.107608594762016, 88.28277642893089 26.10760861357274, 88.27883011378096 26.09918084971652, 88.28949185195046 26.0991809195785, 88.28554555257494 26.090753229887195, 88.29037110640455 26.090753209639715, 88.27730112207219 26.084494805840787))",9496,Baliadangi,BGD,Bangladesh,Asia,South-Central Asia,863c19517ffffff_9496
863c1941fffffff,"POLYGON ((88.44167906251607 26.03200948899379, 88.47616294486109 26.04847990653235, 88.47843486165495 26.047271262880567, 88.47512422884819 26.04020481536516, 88.49171787176037 26.04020479553287, 88.49550495572049 26.038190093674267, 88.48068030155021 26.00650740629269, 88.47002304796824 26.006507357325525, 88.47396042601297 26.01493060959984, 88.44198420926392 26.014930648371127, 88.44592157289068 26.023353867749137, 88.44116688714618 26.023353866811703, 88.44167906251607 26.03200948899379))",9523,Thakurgaon,BGD,Bangladesh,Asia,South-Central Asia,863c1941fffffff_9523
863c19417ffffff,"POLYGON ((88.44167906251607 26.03200948899379, 88.44116688714618 26.023353866811703, 88.435259898277 26.02335386564708, 88.43920172311712 26.031777121936862, 88.41787831369363 26.031777089696327, 88.4139408972549 26.023353903897345, 88.40327921226567 26.023353896944386, 88.40722108140173 26.031777119762943, 88.39655936166565 26.031777129087452, 88.40050117934622 26.040204848090788, 88.39023138424449 26.04020484304612, 88.40784545447266 26.048628023434752, 88.41041390509582 26.048628023307053, 88.44167906251607 26.03200948899379))",9523,Thakurgaon,BGD,Bangladesh,Asia,South-Central Asia,863c19417ffffff_9523
863c1940fffffff,"MULTIPOLYGON (((88.47616294486109 26.04847990653235, 88.47617173699989 26.048628057128713, 88.47907052047124 26.048628057766994, 88.47843486165495 26.047271262880567, 88.47616294486109 26.04847990653235)), ((88.49171787176037 26.04020479553287, 88.49644765272558 26.040204789879958, 88.49550495572049 26.038190093674267, 88.49171787176037 26.04020479553287)))",9523,Thakurgaon,BGD,Bangladesh,Asia,South-Central Asia,863c1940fffffff_9523
863c19407ffffff,"POLYGON ((88.47616294486109 26.04847990653235, 88.44167906251607 26.03200948899379, 88.41041390509582 26.048628023307053, 88.4151002604004 26.048628023074055, 88.42576197772 26.048628064701987, 88.42970829737048 26.057051344662376, 88.45103168150641 26.057051351103297, 88.44708539716869 26.0486280507242, 88.47617173699989 26.048628057128713, 88.47616294486109 26.04847990653235))",9523,Thakurgaon,BGD,Bangladesh,Asia,South-Central Asia,863c19407ffffff_9523
863c19437ffffff,"POLYGON ((88.39023138424449 26.04020484304612, 88.37917777647144 26.040204837616432, 88.3831196278568 26.048628024664072, 88.40784545447266 26.048628023434752, 88.39023138424449 26.04020484304612))",9523,Thakurgaon,BGD,Bangladesh,Asia,South-Central Asia,863c19437ffffff_9523
863c1959fffffff,"POLYGON ((88.27125257864083 25.98123768716286, 88.27703762601823 25.981237696900795, 88.27311357832554 25.972814384151896, 88.27075971909245 25.972814387128047, 88.27125257864083 25.98123768716286))",9504,N/A,BGD,Bangladesh,Asia,South-Central Asia,863c1959fffffff_9504
863c19597ffffff,"POLYGON ((88.26813704706046 25.985006463877767, 88.26638033305412 25.98123767896144, 88.27125257864083 25.98123768716286, 88.27075971909245 25.972814387128047, 88.25179906632864 25.972814411101353, 88.25959434795514 25.98954137686837, 88.26813704706046 25.985006463877767))",9504,N/A,BGD,Bangladesh,Asia,South-Central Asia,863c19597ffffff_9504
863c19587ffffff,"POLYGON ((88.25959434795514 25.98954137686837, 88.26357554007694 25.99808414254689, 88.27423285163619 25.998084162498476, 88.26813704706046 25.985006463877767, 88.25959434795514 25.98954137686837))",9504,N/A,BGD,Bangladesh,Asia,South-Central Asia,863c19587ffffff_9504
863c19687ffffff,"POLYGON ((88.83764150589012 25.925304615783958, 88.87219307948595 25.94170460685259, 88.87575857409284 25.93979471011877, 88.87150265194879 25.93070268701248, 88.88215540684867 25.930702632799154, 88.870343282569 25.905437455183286, 88.88099604175383 25.905437420984423, 88.87705868609513 25.897018641691403, 88.85575310792458 25.897018661723834, 88.86362342733368 25.913860681316628, 88.85297061240837 25.913860686077697, 88.85690797825399 25.92227945600129, 88.83745838265784 25.922279431453806, 88.83764150589012 25.925304615783958))",9604,Nilphamari,BGD,Bangladesh,Asia,South-Central Asia,863c19687ffffff_9604
863c196b7ffffff,"POLYGON ((88.83764150589012 25.925304615783958, 88.83745838265784 25.922279431453806, 88.8355979457422 25.922279429105732, 88.83713941433217 25.925573334280273, 88.83764150589012 25.925304615783958))",9604,Nilphamari,BGD,Bangladesh,Asia,South-Central Asia,863c196b7ffffff_9604
863c196afffffff,"POLYGON ((88.87219307948595 25.94170460685259, 88.87254761586665 25.94754472652014, 88.87938631170816 25.94754472835349, 88.87575857409284 25.93979471011877, 88.87219307948595 25.94170460685259))",9604,Nilphamari,BGD,Bangladesh,Asia,South-Central Asia,863c196afffffff_9604
863c196a7ffffff,"POLYGON ((88.87219307948595 25.94170460685259, 88.83764150589012 25.925304615783958, 88.83713941433217 25.925573334280273, 88.8395398098477 25.930702647495593, 88.82888259454293 25.93070270538303, 88.83676626717515 25.94754471377383, 88.82610900266069 25.94754470373965, 88.83399715525411 25.964391158045505, 88.8446543821202 25.964391176011812, 88.84070809409938 25.955967927752965, 88.85136536308747 25.955967973405347, 88.84741905140503 25.94754471978356, 88.87254761586665 25.94754472652014, 88.87219307948595 25.94170460685259))",9604,Nilphamari,BGD,Bangladesh,Asia,South-Central Asia,863c196a7ffffff_9604
863c1b94fffffff,"POLYGON ((88.26544843134948 25.881982774295974, 88.27583496637034 25.88696627512088, 88.27268550192434 25.88017660602775, 88.26534293142751 25.880176604222854, 88.26544843134948 25.881982774295974))",9512,Ranisankail,BGD,Bangladesh,Asia,South-Central Asia,863c1b94fffffff_9512
863c1b947ffffff,"MULTIPOLYGON (((88.26544843134948 25.881982774295974, 88.26534293142751 25.880176604222854, 88.25137991503118 25.880176600790573, 88.25483628559596 25.887625934923992, 88.26544843134948 25.881982774295974)), ((88.25301321178272 25.888595380557685, 88.24463328238268 25.888595367004122, 88.24629172847904 25.892169625655907, 88.25301321178272 25.888595380557685)))",9512,Ranisankail,BGD,Bangladesh,Asia,South-Central Asia,863c1b947ffffff_9512
863c1b96fffffff,"POLYGON ((88.24629172847904 25.892169625655907, 88.25635629674163 25.91386063525102, 88.26700906476589 25.9138606164403, 88.2630984422424 25.90543741142635, 88.27375126850444 25.905437407734276, 88.269845037512 25.89701866928765, 88.28049784558316 25.897018589544203, 88.27583496637034 25.88696627512088, 88.26544843134948 25.881982774295974, 88.25483628559596 25.887625934923992, 88.25528609439745 25.88859538423381, 88.25301321178272 25.888595380557685, 88.24629172847904 25.892169625655907))",9512,Ranisankail,BGD,Bangladesh,Asia,South-Central Asia,863c1b96fffffff_9512
863c19497ffffff,"POLYGON ((88.35789895445996 25.880176582357144, 88.37920450736986 25.880176616987196, 88.35967810266291 25.838078207862214, 88.34902530831802 25.838078257628883, 88.35292701173854 25.84649702335734, 88.3422787059068 25.84649705042358, 88.35789895445996 25.880176582357144))",9532,Pirganj (পীরগঞ্জ),BGD,Bangladesh,Asia,South-Central Asia,863c19497ffffff_9532
863c1bb47ffffff,"POLYGON ((88.66672859800113 25.87175780796498, 88.67353639789069 25.871757813924756, 88.66572328008543 25.8549667456836, 88.66672859800113 25.87175780796498))",9584,N/A,BGD,Bangladesh,Asia,South-Central Asia,863c1bb47ffffff_9584
863c1bb77ffffff,"POLYGON ((88.66572328008543 25.8549667456836, 88.66178220365502 25.846497030400133, 88.65112943963723 25.84649700454662, 88.64721429642293 25.838078244163135, 88.63656595880879 25.83807821468941, 88.64831575910593 25.863334624505562, 88.63766291462605 25.863334555083757, 88.64158247412 25.871757785951218, 88.66672859800113 25.87175780796498, 88.66572328008543 25.8549667456836))",9584,N/A,BGD,Bangladesh,Asia,South-Central Asia,863c1bb77ffffff_9584
863c1ba77ffffff,"POLYGON ((88.76245362094407 25.790994352031454, 88.77203017180922 25.785858291902272, 88.76109976350203 25.76231361727796, 88.75045587077888 25.762313667718363, 88.75436209366852 25.770732462767835, 88.73306988010278 25.77073243682449, 88.73680427800802 25.778778896019674, 88.76245362094407 25.790994352031454))",9597,N/A,BGD,Bangladesh,Asia,South-Central Asia,863c1ba77ffffff_9597
863c1ba67ffffff,"POLYGON ((88.76245362094407 25.790994352031454, 88.76384238332672 25.814068975173857, 88.7671775260949 25.82124066390973, 88.78847421834622 25.821240646033257, 88.78455907141289 25.812821870881468, 88.79520743209576 25.812821862060012, 88.78346659625753 25.787565525456557, 88.77282273213673 25.787565508550266, 88.77203017180922 25.785858291902272, 88.76245362094407 25.790994352031454))",9597,N/A,BGD,Bangladesh,Asia,South-Central Asia,863c1ba67ffffff_9597
863c1bb5fffffff,"POLYGON ((88.76245362094407 25.790994352031454, 88.73680427800802 25.778778896019674, 88.74088218683184 25.78756551377846, 88.73023390206559 25.787565516383573, 88.73414450261629 25.795984360229532, 88.72349620009035 25.79598429865002, 88.73523253542292 25.821240643284412, 88.7458808750403 25.821240644604934, 88.74196578690169 25.812821906050512, 88.76326244313059 25.812821906948827, 88.76384238332672 25.814068975173857, 88.76245362094407 25.790994352031454))",9597,N/A,BGD,Bangladesh,Asia,South-Central Asia,863c1bb5fffffff_9597
863c1ba4fffffff,"POLYGON ((88.86194251364697 25.772560616978776, 88.8964804972029 25.78896971545448, 88.92583871172614 25.77319737482387, 88.91686955419576 25.753899334726675, 88.90622570240882 25.75389927699195, 88.91013630916689 25.762313621967166, 88.88884410105392 25.76231366217576, 88.89275473628857 25.77073242895525, 88.86183191196127 25.770732448665207, 88.86194251364697 25.772560616978776))",9608,Saidpur,BGD,Bangladesh,Asia,South-Central Asia,863c1ba4fffffff_9608
863ce6d07ffffff,"POLYGON ((88.96555118554747 25.821240657040786, 88.96950032279925 25.821240668814532, 88.96495689647328 25.811484665950804, 88.96555118554747 25.821240657040786))",9608,Saidpur,BGD,Bangladesh,Asia,South-Central Asia,863ce6d07ffffff_9608
863ce6d37ffffff,"POLYGON ((88.96495689647328 25.811484665950804, 88.95381761974734 25.787565533595295, 88.94316930601941 25.78756552275263, 88.93925421678487 25.779151186050896, 88.92860588167704 25.779151217923122, 88.92583871172614 25.77319737482387, 88.8964804972029 25.78896971545448, 88.89792766100095 25.812821917326335, 88.90168632713501 25.812821914009586, 88.89776673161863 25.80440312190659, 88.90841509382862 25.80440314267564, 88.9045000099211 25.79598429736543, 88.9151438658762 25.795984314604098, 88.91122875902569 25.787565562934272, 88.93252095496649 25.78756554839953, 88.93644055424681 25.79598434538038, 88.94708884663976 25.79598432495269, 88.95885195926873 25.82124063706807, 88.96555118554747 25.821240657040786, 88.96495689647328 25.811484665950804))",9608,Saidpur,BGD,Bangladesh,Asia,South-Central Asia,863ce6d37ffffff_9608
863c1ba6fffffff,"POLYGON ((88.8964804972029 25.78896971545448, 88.86194251364697 25.772560616978776, 88.86172336066112 25.772678253140825, 88.87647454555031 25.804403133854183, 88.86582619132633 25.804403132075517, 88.86974133460353 25.81282187000112, 88.83780072699149 25.81282191470129, 88.8417158686068 25.82124064014929, 88.85236416612014 25.821240637849602, 88.85628372404203 25.829659414690223, 88.8669364965399 25.829659489798363, 88.86301252417992 25.821240671868804, 88.89496195555672 25.821240661008172, 88.89103799410229 25.812821923405963, 88.89792766100095 25.812821917326335, 88.8964804972029 25.78896971545448))",9608,Saidpur,BGD,Bangladesh,Asia,South-Central Asia,863c1ba6fffffff_9608
863c1b84fffffff,"POLYGON ((88.45834980887417 25.77915123212317, 88.44952450554104 25.779151173959573, 88.4512729803316 25.782930485621755, 88.45834980887417 25.77915123212317))",9557,বোচাগঞ্জ,BGD,Bangladesh,Asia,South-Central Asia,863c1b84fffffff_9557
863c1bb37ffffff,"POLYGON ((88.4512729803316 25.782930485621755, 88.45341734390126 25.787565507121943, 88.44277342621392 25.787565547465285, 88.45056352229521 25.804403126191552, 88.43991520017701 25.804403122580325, 88.4438168945605 25.81282190177453, 88.45446521047134 25.812821921357806, 88.45836691360441 25.82124064252084, 88.46901524154369 25.82124062319808, 88.46511354601934 25.812821886422324, 88.47576189841975 25.812821887203857, 88.46796292714514 25.79598429646711, 88.4786068042466 25.79598434512885, 88.47470952796633 25.787565491904484, 88.46406564384004 25.78756554959429, 88.46016844986343 25.779151244109013, 88.45834980887417 25.77915123212317, 88.4512729803316 25.782930485621755))",9557,বোচাগঞ্জ,BGD,Bangladesh,Asia,South-Central Asia,863c1bb37ffffff_9557
863ce6c17ffffff,"POLYGON ((89.05685692564391 25.667676014897804, 89.07169087472728 25.67470557742435, 89.06548695609102 25.66132392635423, 89.05646866856762 25.661323932331516, 89.05685692564391 25.667676014897804))",9639,Bodorganj,BGD,Bangladesh,Asia,South-Central Asia,863ce6c17ffffff_9639
863ce6d8fffffff,"MULTIPOLYGON (((89.05685692564391 25.667676014897804, 89.05646866856762 25.661323932331516, 89.03356866954766 25.661323947509555, 89.04057743378148 25.67645156500378, 89.05685692564391 25.667676014897804)), ((89.03741358101945 25.67815705732969, 89.03072374003223 25.678157029997145, 89.03206155258594 25.681042097850842, 89.03741358101945 25.67815705732969)))",9639,Bodorganj,BGD,Bangladesh,Asia,South-Central Asia,863ce6d8fffffff_9639
863ce6c37ffffff,"POLYGON ((89.0245259536568 25.687735675702097, 89.02788780088312 25.69498564974424, 89.07045433656553 25.694985713425808, 89.06654819857567 25.686571311326723, 89.0771920301505 25.68657139106119, 89.07169087472728 25.67470557742435, 89.05685692564391 25.667676014897804, 89.04057743378148 25.67645156500378, 89.04136761153718 25.678157073484588, 89.03741358101945 25.67815705732969, 89.03206155258594 25.681042097850842, 89.03462548870091 25.686571369977727, 89.02445486963131 25.68657138903302, 89.0245259536568 25.687735675702097))",9639,Bodorganj,BGD,Bangladesh,Asia,South-Central Asia,863ce6c37ffffff_9639
863ce6dafffffff,"POLYGON ((89.02445486963131 25.68657138903302, 89.02398606883328 25.686571389911347, 89.0245259536568 25.687735675702097, 89.02445486963131 25.68657138903302))",9639,Bodorganj,BGD,Bangladesh,Asia,South-Central Asia,863ce6dafffffff_9639
863ce6d97ffffff,"POLYGON ((88.9207444269804 25.635984596297877, 88.92502749378063 25.633676839626094, 88.92225167856347 25.62767105318436, 88.9032626015929 25.62767112381656, 88.9207444269804 25.635984596297877))",9618,Parbatipur,BGD,Bangladesh,Asia,South-Central Asia,863ce6d97ffffff_9618
863ce6d87ffffff,"POLYGON ((88.9207444269804 25.635984596297877, 88.92279117481162 25.669738260326703, 88.95234614802364 25.66973829163137, 88.94455613245835 25.65290963043601, 88.93391668880334 25.652909606495907, 88.92502749378063 25.633676839626094, 88.9207444269804 25.635984596297877))",9618,Parbatipur,BGD,Bangladesh,Asia,South-Central Asia,863ce6d87ffffff_9618
863ce6db7ffffff,"POLYGON ((88.9207444269804 25.635984596297877, 88.9032626015929 25.62767112381656, 88.90097731802585 25.627671132316955, 88.90874949985883 25.644499749602666, 88.89811007398147 25.644499769527297, 88.90199840725461 25.652909602417555, 88.89135900621567 25.65290956347559, 88.90303738968416 25.67815704910431, 88.90742602686328 25.67815703645658, 88.92095133861062 25.670878625951726, 88.92042342839316 25.669738257818782, 88.92279117481162 25.669738260326703, 88.9207444269804 25.635984596297877))",9618,Parbatipur,BGD,Bangladesh,Asia,South-Central Asia,863ce6db7ffffff_9618
863ce6da7ffffff,"POLYGON ((88.90742602686328 25.67815703645658, 88.92432070807806 25.678156987767345, 88.92095133861062 25.670878625951726, 88.90742602686328 25.67815703645658))",9618,Parbatipur,BGD,Bangladesh,Asia,South-Central Asia,863ce6da7ffffff_9618
863c1ba87ffffff,"MULTIPOLYGON (((88.63438354434219 25.580012515886086, 88.63308788220925 25.577194038135534, 88.62245292548637 25.577194101448796, 88.62585477403864 25.58459416405569, 88.63438354434219 25.580012515886086)), ((88.62397507515831 25.58560393669911, 88.61568401006437 25.58560393564161, 88.61732533232698 25.589176172905166, 88.62397507515831 25.58560393669911)))",9593,Dinajpur,BGD,Bangladesh,Asia,South-Central Asia,863c1ba87ffffff_9593
